_id,name,type,latitude,longitude
388340,Novara,location,45.44056,8.61684
408077,Nova Kakhovka,location,46.75451,33.34864
369813,Nova Zagora,location,42.48333,26.01667
388339,Nova Milanese,location,45.59037,9.19954
388341,Novate Milanese,location,45.53097,9.13474
401819,Nova Pazova,location,44.944722,20.219722
408079,Nova Odesa,location,47.30778,31.78506
382996,Nova Gradiska,location,45.255,17.38306
